PROVINCIA_ESTADO,CASOS_CONFIRMADOS,DEFUNCIONES,CASOS_RECUPERADOS,CASOS_ACTIVOS,PAIS_ISO3,FECHA
District of Columbia,18087,655,13919.0,3513.0,USA,09.11.2020
Florida,847821,17179,,,USA,09.11.2020
Georgia,407333,8677,,,USA,09.11.2020
Grand Princess,103,3,,,USA,09.11.2020
Guam,5473,90,3654.0,1729.0,GUM,09.11.2020
Hawaii,16010,221,11958.0,3831.0,USA,09.11.2020
Idaho,74227,698,32702.0,40827.0,USA,09.11.2020
Illinois,498560,10563,,,USA,09.11.2020
Indiana,214509,4932,134598.0,74979.0,USA,09.11.2020
Iowa,159910,1872,101158.0,56880.0,USA,09.11.2020
Kansas,105007,1183,2842.0,100982.0,USA,09.11.2020
Kentucky,122567,1576,22942.0,98049.0,USA,09.11.2020
Louisiana,188352,6048,172210.0,10094.0,USA,09.11.2020
Maine,7888,153,6036.0,1699.0,USA,09.11.2020
Maryland,155371,4221,8297.0,142853.0,USA,09.11.2020
Massachusetts,172727,8777,131646.0,30918.0,USA,09.11.2020
Michigan,238308,8008,128981.0,101319.0,USA,09.11.2020
Minnesota,184788,2729,149766.0,32293.0,USA,09.11.2020
Mississippi,127205,3443,111430.0,12332.0,USA,09.11.2020
Missouri,225315,3185,,,USA,09.11.2020
Montana,40053,457,23825.0,15771.0,USA,09.11.2020
Nebraska,85551,710,48689.0,36152.0,USA,09.11.2020
Nevada,110982,1852,2550.0,106580.0,USA,09.11.2020
New Hampshire,12666,489,10153.0,2024.0,USA,09.11.2020
New Jersey,273968,16440,38322.0,219206.0,USA,09.11.2020
New Mexico,56289,1130,23205.0,31954.0,USA,09.11.2020
New York,537243,33755,80764.0,422724.0,USA,09.11.2020
North Carolina,294860,4615,261719.0,28526.0,USA,09.11.2020
North Dakota,56821,644,43949.0,10865.0,USA,09.11.2020
Northern Mariana Islands,100,2,29.0,69.0,MNP,09.11.2020
Ohio,254974,5849,186254.0,62871.0,USA,09.11.2020
Oklahoma,138455,1444,116882.0,20129.0,USA,09.11.2020
Oregon,51155,734,5870.0,44551.0,USA,09.11.2020
Pennsylvania,240173,9006,171036.0,60131.0,USA,09.11.2020
Puerto Rico,38581,882,33354.0,4345.0,PRI,09.11.2020
Rhode Island,38009,1251,2958.0,33800.0,USA,09.11.2020
South Carolina,186391,4041,96909.0,85441.0,USA,09.11.2020
South Dakota,56311,537,39508.0,16266.0,USA,09.11.2020
Tennessee,284233,3610,252515.0,28179.0,USA,09.11.2020
Texas,996273,19723,820156.0,154888.0,USA,09.11.2020
Utah,134868,661,94929.0,39278.0,USA,09.11.2020
Vermont,2415,59,1931.0,425.0,USA,09.11.2020
Virgin Islands,1405,23,1345.0,37.0,VIR,09.11.2020
Virginia,193477,3713,21618.0,168146.0,USA,09.11.2020
Washington,122887,2432,,,USA,09.11.2020
West Virginia,29225,535,21301.0,7389.0,USA,09.11.2020
Wisconsin,286380,2329,210318.0,73733.0,USA,09.11.2020
Wyoming,18010,114,10699.0,7197.0,USA,09.11.2020
Alabama,837250,15879,,,USA,09.11.2021
Alaska,143848,822,,,USA,09.11.2021
American Samoa,4,0,,,ASM,09.11.2021
Arizona,1195483,21486,,,USA,09.11.2021
Arkansas,517000,8522,,,USA,09.11.2021
California,4978129,72634,,,USA,09.11.2021
Colorado,790911,9236,,,USA,09.11.2021
Connecticut,406219,8806,,,USA,09.11.2021
Delaware,146207,2124,,,USA,09.11.2021
Diamond Princess,49,0,,,USA,09.11.2021
District of Columbia,65094,1193,,,USA,09.11.2021
Florida,3701310,60418,,,USA,09.11.2021
Georgia,1643945,29647,,,USA,09.11.2021
Grand Princess,103,3,,,USA,09.11.2021
Guam,18752,255,,,GUM,09.11.2021
Hawaii,85218,962,,,USA,09.11.2021
Idaho,297910,3681,,,USA,09.11.2021
Illinois,1722596,28899,,,USA,09.11.2021
Indiana,1040761,16976,,,USA,09.11.2021
Iowa,497648,7069,,,USA,09.11.2021
Kansas,442760,6536,,,USA,09.11.2021
Kentucky,755121,10062,,,USA,09.11.2021
Louisiana,763133,14649,,,USA,09.11.2021
Maine,108710,1215,,,USA,09.11.2021
Maryland,567085,10999,,,USA,09.11.2021
Massachusetts,867345,15614,,,USA,09.11.2021
Michigan,1319724,24027,,,USA,09.11.2021
Minnesota,826404,9006,,,USA,09.11.2021
Mississippi,507476,10178,,,USA,09.11.2021
Missouri,869952,12787,,,USA,09.11.2021
Montana,182468,2437,,,USA,09.11.2021
Nebraska,292032,3040,,,USA,09.11.2021
Nevada,445879,7777,,,USA,09.11.2021
New Hampshire,141707,1613,,,USA,09.11.2021
New Jersey,1209785,28119,,,USA,09.11.2021
New Mexico,287221,5135,,,USA,09.11.2021
New York,2598730,56793,,,USA,09.11.2021
North Carolina,1495521,18336,,,USA,09.11.2021
North Dakota,153150,1832,,,USA,09.11.2021
Northern Mariana Islands,342,3,,,MNP,09.11.2021
Ohio,1580271,26609,,,USA,09.11.2021
Oklahoma,650269,10879,,,USA,09.11.2021
Oregon,375357,4655,,,USA,09.11.2021
Pennsylvania,1617553,31992,,,USA,09.11.2021
Puerto Rico,186273,3247,,,PRI,09.11.2021
Rhode Island,182175,2884,,,USA,09.11.2021
South Carolina,904689,13898,,,USA,09.11.2021
South Dakota,158267,2270,,,USA,09.11.2021
Tennessee,1290218,16573,,,USA,09.11.2021
Texas,4300761,72027,,,USA,09.11.2021
Utah,566134,3313,,,USA,09.11.2021
Vermont,42716,387,,,USA,09.11.2021
Virgin Islands,7303,83,,,VIR,09.11.2021
Virginia,938376,14225,,,USA,09.11.2021
Washington,744364,8858,,,USA,09.11.2021
West Virginia,278837,4568,,,USA,09.11.2021
Wisconsin,909159,9602,,,USA,09.11.2021
Wyoming,106287,1298,,,USA,09.11.2021
Alabama,1534287,20558,,,USA,
Alaska,298651,1413,,,USA,
American Samoa,8257,34,,,ASM,
Arizona,2300375,31613,,,USA,
Arkansas,962764,12523,,,USA,
California,11415529,96939,,,USA,
Colorado,1683848,13473,,,USA,
Connecticut,916657,11527,,,USA,
Delaware,314553,3148,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,170041,1397,,,USA,
Florida,7215992,82541,,,USA,
Georgia,2929434,40803,,,USA,
Grand Princess,103,3,,,USA,
Guam,58939,404,,,GUM,
Hawaii,364122,1716,,,USA,
Idaho,502105,5237,,,USA,
Illinois,3832738,40083,,,USA,
Indiana,1948019,24950,,,USA,
Iowa,866615,10229,,,USA,
Kansas,892326,9626,,,USA,
Kentucky,1620429,17363,,,USA,
Louisiana,1465700,18217,,,USA,
Maine,299138,2711,,,USA,
Maryland,1275208,15603,,,USA,
Massachusetts,2092838,22106,,,USA,
Michigan,2907819,39574,,,USA,
Minnesota,1691086,13873,,,USA,
Mississippi,935770,13005,,,USA,
Missouri,1684433,21937,,,USA,
Montana,315421,3577,,,USA,
Nebraska,535394,4562,,,USA,
Nevada,857473,11580,,,USA,
New Hampshire,358814,2782,,,USA,
New Jersey,2813645,34958,,,USA,
New Mexico,633631,8675,,,USA,
New York,6291836,73417,,,USA,
North Carolina,3255506,27258,,,USA,
North Dakota,274590,2232,,,USA,
Northern Mariana Islands,13212,41,,,MNP,
Ohio,3197300,40523,,,USA,
Oklahoma,1211210,17138,,,USA,
Oregon,910693,8726,,,USA,
Pennsylvania,3330062,47994,,,USA,
Puerto Rico,990366,5285,,,PRI,
Rhode Island,433348,3705,,,USA,
South Carolina,1729333,18660,,,USA,
South Dakota,265890,3078,,,USA,
Tennessee,2375764,28230,,,USA,
Texas,8038337,91031,,,USA,
Utah,1047882,5065,,,USA,
Vermont,145838,763,,,USA,
Virgin Islands,23435,124,,,VIR,
Virginia,2129506,22231,,,USA,
Washington,1843908,14653,,,USA,
West Virginia,610432,7538,,,USA,
Wisconsin,1907232,15511,,,USA,
Wyoming,179366,1917,,,USA,
Alabama,206562,3120,84471.0,118971.0,USA,10.11.2020
Alaska,20839,94,7161.0,13584.0,USA,10.11.2020
American Samoa,0,0,,,ASM,10.11.2020
Arizona,263133,6192,43682.0,213259.0,USA,10.11.2020
Arkansas,124235,2112,109235.0,12888.0,USA,10.11.2020
California,1002364,18061,,,USA,10.11.2020
Colorado,171268,3010,8738.0,127262.0,USA,10.11.2020
Connecticut,82953,4707,9800.0,68446.0,USA,10.11.2020
Delaware,27112,758,14276.0,12078.0,USA,10.11.2020
Diamond Princess,49,0,,,USA,10.11.2020
District of Columbia,18173,657,13977.0,3539.0,USA,10.11.2020
Florida,852174,17248,,,USA,10.11.2020
Georgia,411652,8730,,,USA,10.11.2020
Grand Princess,103,3,,,USA,10.11.2020
Guam,5654,91,3667.0,1896.0,GUM,10.11.2020
Hawaii,16320,222,11958.0,4140.0,USA,10.11.2020
Idaho,75428,714,33032.0,41682.0,USA,10.11.2020
Illinois,511183,10645,,,USA,10.11.2020
Indiana,219338,4992,136988.0,77358.0,USA,10.11.2020
Iowa,163827,1898,102981.0,58948.0,USA,10.11.2020
Kansas,105398,1183,2842.0,101437.0,USA,10.11.2020
Kentucky,124646,1590,23165.0,99891.0,USA,10.11.2020
Louisiana,194702,6058,172210.0,16434.0,USA,10.11.2020
Maine,8060,156,6100.0,1804.0,USA,10.11.2020
Maryland,156709,4233,8305.0,144171.0,USA,10.11.2020
Massachusetts,174881,8790,131646.0,33051.0,USA,10.11.2020
Michigan,245252,8094,128981.0,108177.0,USA,10.11.2020
Minnesota,189681,2752,153347.0,33582.0,USA,10.11.2020
Mississippi,128138,3480,111430.0,13228.0,USA,10.11.2020
Missouri,230139,3323,,,USA,10.11.2020
Montana,41151,462,23873.0,16816.0,USA,10.11.2020
Nebraska,87733,730,49314.0,37689.0,USA,10.11.2020
Nevada,112304,1859,2560.0,107885.0,USA,10.11.2020
New Hampshire,12882,489,10233.0,2160.0,USA,10.11.2020
New Jersey,278419,16461,38407.0,223551.0,USA,10.11.2020
New Mexico,57547,1144,23457.0,32946.0,USA,10.11.2020
New York,541200,33771,80854.0,426575.0,USA,10.11.2020
North Carolina,297442,4660,261719.0,31063.0,USA,10.11.2020
North Dakota,57915,674,43949.0,11729.0,USA,10.11.2020
Northern Mariana Islands,100,2,29.0,69.0,MNP,10.11.2020
Ohio,261482,5922,189079.0,66481.0,USA,10.11.2020
Oklahoma,140157,1451,118074.0,20632.0,USA,10.11.2020
Oregon,51909,737,5870.0,45302.0,USA,10.11.2020
Pennsylvania,244677,9078,171833.0,63766.0,USA,10.11.2020
Puerto Rico,38856,889,33368.0,4599.0,PRI,10.11.2020
Rhode Island,38798,1257,2989.0,34552.0,USA,10.11.2020
South Carolina,187738,4062,97765.0,85911.0,USA,10.11.2020
South Dakota,57334,540,40199.0,16595.0,USA,10.11.2020
Tennessee,287238,3672,256143.0,27494.0,USA,10.11.2020
Texas,1004012,19869,826116.0,156452.0,USA,10.11.2020
Utah,137385,672,95975.0,40738.0,USA,10.11.2020
Vermont,2462,59,1936.0,467.0,USA,10.11.2020
Virgin Islands,1413,23,1357.0,33.0,VIR,10.11.2020
Virginia,194912,3726,21716.0,169470.0,USA,10.11.2020
Washington,124549,2446,,,USA,10.11.2020
West Virginia,29316,546,21499.0,7271.0,USA,10.11.2020
Wisconsin,293812,2395,214469.0,76948.0,USA,10.11.2020
Wyoming,19242,127,11098.0,8017.0,USA,10.11.2020
Alabama,837428,15917,,,USA,10.11.2021
Alaska,144300,831,,,USA,10.11.2021
American Samoa,4,0,,,ASM,10.11.2021
Arizona,1198277,21525,,,USA,10.11.2021
Arkansas,517675,8525,,,USA,10.11.2021
California,4983196,72807,,,USA,10.11.2021
Colorado,795025,9279,,,USA,10.11.2021
Connecticut,406752,8809,,,USA,10.11.2021
Delaware,146484,2125,,,USA,10.11.2021
Diamond Princess,49,0,,,USA,10.11.2021
District of Columbia,65159,1193,,,USA,10.11.2021
Florida,3701310,60418,,,USA,10.11.2021
Georgia,1644997,29749,,,USA,10.11.2021
Grand Princess,103,3,,,USA,10.11.2021
Guam,18840,258,,,GUM,10.11.2021
Hawaii,85360,968,,,USA,10.11.2021
Idaho,298634,3703,,,USA,10.11.2021
Illinois,1727641,28921,,,USA,10.11.2021
Indiana,1043598,16995,,,USA,10.11.2021
Iowa,499279,7166,,,USA,10.11.2021
Kansas,445496,6614,,,USA,10.11.2021
Kentucky,757016,10104,,,USA,10.11.2021
Louisiana,763628,14662,,,USA,10.11.2021
Maine,109592,1217,,,USA,10.11.2021
Maryland,567929,11014,,,USA,10.11.2021
Massachusetts,869293,15631,,,USA,10.11.2021
Michigan,1329089,24217,,,USA,10.11.2021
Minnesota,831669,9049,,,USA,10.11.2021
Mississippi,507775,10182,,,USA,10.11.2021
Missouri,871631,12826,,,USA,10.11.2021
Montana,183213,2451,,,USA,10.11.2021
Nebraska,292990,3042,,,USA,10.11.2021
Nevada,446461,7796,,,USA,10.11.2021
New Hampshire,142469,1617,,,USA,10.11.2021
New Jersey,1211423,28134,,,USA,10.11.2021
New Mexico,288557,5148,,,USA,10.11.2021
New York,2603833,56828,,,USA,10.11.2021
North Carolina,1497677,18371,,,USA,10.11.2021
North Dakota,153776,1838,,,USA,10.11.2021
Northern Mariana Islands,342,3,,,MNP,10.11.2021
Ohio,1585798,26669,,,USA,10.11.2021
Oklahoma,650689,10879,,,USA,10.11.2021
Oregon,376372,4730,,,USA,10.11.2021
Pennsylvania,1622844,32188,,,USA,10.11.2021
Puerto Rico,186425,3247,,,PRI,10.11.2021
Rhode Island,182486,2887,,,USA,10.11.2021
South Carolina,905182,13923,,,USA,10.11.2021
South Dakota,158822,2277,,,USA,10.11.2021
Tennessee,1291690,16600,,,USA,10.11.2021
Texas,4305166,72045,,,USA,10.11.2021
Utah,567665,3325,,,USA,10.11.2021
Vermont,42910,388,,,USA,10.11.2021
Virgin Islands,7329,84,,,VIR,10.11.2021
Virginia,939783,14261,,,USA,10.11.2021
Washington,746354,8857,,,USA,10.11.2021
West Virginia,279694,4592,,,USA,10.11.2021
Wisconsin,913237,9641,,,USA,10.11.2021
Wyoming,106698,1298,,,USA,10.11.2021
Alabama,1540329,20608,,,USA,
Alaska,298651,1413,,,USA,
American Samoa,8257,34,,,ASM,
Arizona,2300375,31613,,,USA,
Arkansas,963047,12524,,,USA,
California,11419996,97011,,,USA,
Colorado,1685319,13481,,,USA,
Connecticut,917119,11528,,,USA,
Delaware,314684,3148,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,170482,1402,,,USA,
Florida,7215992,82541,,,USA,
Georgia,2929434,40803,,,USA,
Grand Princess,103,3,,,USA,
Guam,58990,406,,,GUM,
Hawaii,364122,1716,,,USA,
Idaho,502105,5237,,,USA,
Illinois,3834924,40109,,,USA,
Indiana,1948019,25013,,,USA,
Iowa,866615,10229,,,USA,
Kansas,892453,9626,,,USA,
Kentucky,1620429,17363,,,USA,
Louisiana,1465700,18217,,,USA,
Maine,299321,2711,,,USA,
Maryland,1276558,15613,,,USA,
Massachusetts,2099238,22209,,,USA,
Michigan,2907819,39574,,,USA,
Minnesota,1696286,13931,,,USA,
Mississippi,935770,13005,,,USA,
Missouri,1684484,21937,,,USA,
Montana,315421,3577,,,USA,
Nebraska,537129,4606,,,USA,
Nevada,857473,11580,,,USA,
New Hampshire,359019,2783,,,USA,
New Jersey,2815780,34972,,,USA,
New Mexico,634520,8677,,,USA,
New York,6296298,73434,,,USA,
North Carolina,3255540,27264,,,USA,
North Dakota,274686,2232,,,USA,
Northern Mariana Islands,13212,41,,,MNP,
Ohio,3208165,40537,,,USA,
Oklahoma,1214599,17168,,,USA,
Oregon,913809,8743,,,USA,
Pennsylvania,3330062,47994,,,USA,
Puerto Rico,991902,5291,,,PRI,
Rhode Island,434653,3725,,,USA,
South Carolina,1729333,18660,,,USA,
South Dakota,265890,3078,,,USA,
Tennessee,2376846,28232,,,USA,
Texas,8039037,91033,,,USA,
Utah,1051263,5076,,,USA,
Vermont,145838,763,,,USA,
Virgin Islands,23445,124,,,VIR,
Virginia,2130749,22232,,,USA,
Washington,1843908,14653,,,USA,
West Virginia,610675,7538,,,USA,
Wisconsin,1908296,15517,,,USA,
Wyoming,179366,1917,,,USA,
Alabama,208637,3201,84471.0,120965.0,USA,11.11.2020
Alaska,21338,98,7160.0,14080.0,USA,11.11.2020
American Samoa,0,0,,,ASM,11.11.2020
Arizona,265163,6228,43990.0,214945.0,USA,11.11.2020
Arkansas,126197,2126,110365.0,13706.0,USA,11.11.2020
California,1009771,18103,,,USA,11.11.2020
Colorado,177100,3066,8846.0,131113.0,USA,11.11.2020
Connecticut,84741,4716,9800.0,70225.0,USA,11.11.2020
Delaware,27342,760,14380.0,12202.0,USA,11.11.2020
Diamond Princess,49,0,,,USA,11.11.2020
District of Columbia,18379,657,14036.0,3686.0,USA,11.11.2020
Florida,858012,17300,,,USA,11.11.2020
Georgia,413894,8806,,,USA,11.11.2020
Grand Princess,103,3,,,USA,11.11.2020
Guam,5654,91,3667.0,1896.0,GUM,11.11.2020
Hawaii,16437,222,11958.0,4257.0,USA,11.11.2020
Idaho,77121,733,33330.0,43058.0,USA,11.11.2020
Illinois,523840,10798,,,USA,11.11.2020
Indiana,224374,5051,139444.0,79879.0,USA,11.11.2020
Iowa,168453,1927,104226.0,62300.0,USA,11.11.2020
Kansas,110713,1217,2913.0,106710.0,USA,11.11.2020
Kentucky,127344,1604,23165.0,102575.0,USA,11.11.2020
Louisiana,194702,6058,172210.0,16434.0,USA,11.11.2020
Maine,8202,158,6226.0,1818.0,USA,11.11.2020
Maryland,158423,4249,8313.0,145861.0,USA,11.11.2020
Massachusetts,177541,8807,131646.0,35673.0,USA,11.11.2020
Michigan,251872,8136,128981.0,114755.0,USA,11.11.2020
Minnesota,194570,2810,157164.0,34596.0,USA,11.11.2020
Mississippi,129394,3497,111430.0,14467.0,USA,11.11.2020
Missouri,234519,3347,,,USA,11.11.2020
Montana,42070,472,24594.0,17004.0,USA,11.11.2020
Nebraska,89942,731,49761.0,39450.0,USA,11.11.2020
Nevada,113411,1877,2560.0,108974.0,USA,11.11.2020
New Hampshire,13102,492,10233.0,2377.0,USA,11.11.2020
New Jersey,282233,16476,38586.0,227171.0,USA,11.11.2020
New Mexico,59034,1158,23736.0,34140.0,USA,11.11.2020
New York,545453,33794,81020.0,430639.0,USA,11.11.2020
North Carolina,300561,4698,261719.0,34144.0,USA,11.11.2020
North Dakota,59734,686,45031.0,11656.0,USA,11.11.2020
Northern Mariana Islands,100,2,29.0,69.0,MNP,11.11.2020
Ohio,267356,5982,191950.0,69424.0,USA,11.11.2020
Oklahoma,142334,1470,119144.0,21720.0,USA,11.11.2020
Oregon,52770,742,5870.0,46158.0,USA,11.11.2020
Pennsylvania,249470,9135,172791.0,67544.0,USA,11.11.2020
Puerto Rico,39120,901,34032.0,4187.0,PRI,11.11.2020
Rhode Island,39776,1266,3020.0,35490.0,USA,11.11.2020
South Carolina,188995,4076,98621.0,86298.0,USA,11.11.2020
South Dakota,58696,567,40668.0,17461.0,USA,11.11.2020
Tennessee,291144,3761,259438.0,28016.0,USA,11.11.2020
Texas,1014558,20007,831800.0,161089.0,USA,11.11.2020
Utah,139720,678,97269.0,41773.0,USA,11.11.2020
Vermont,2535,59,1947.0,529.0,USA,11.11.2020
Virgin Islands,1413,23,1357.0,33.0,VIR,11.11.2020
Virginia,196506,3741,21863.0,170902.0,USA,11.11.2020
Washington,126574,2453,,,USA,11.11.2020
West Virginia,30201,553,21877.0,7771.0,USA,11.11.2020
Wisconsin,301349,2457,219304.0,79588.0,USA,11.11.2020
Wyoming,19374,127,11234.0,8013.0,USA,11.11.2020
Alabama,838114,15934,,,USA,11.11.2021
Alaska,144300,831,,,USA,11.11.2021
American Samoa,4,0,,,ASM,11.11.2021
Arizona,1202450,21552,,,USA,11.11.2021
Arkansas,518348,8547,,,USA,11.11.2021
California,4985492,72914,,,USA,11.11.2021
Colorado,798838,9332,,,USA,11.11.2021
Connecticut,407292,8809,,,USA,11.11.2021
Delaware,146800,2125,,,USA,11.11.2021
Diamond Princess,49,0,,,USA,11.11.2021
District of Columbia,65159,1193,,,USA,11.11.2021
Florida,3701310,60418,,,USA,11.11.2021
Georgia,1644997,29749,,,USA,11.11.2021
Grand Princess,103,3,,,USA,11.11.2021
Guam,18840,258,,,GUM,11.11.2021
Hawaii,85490,971,,,USA,11.11.2021
Idaho,298634,3703,,,USA,11.11.2021
Illinois,1727641,28929,,,USA,11.11.2021
Indiana,1046499,17013,,,USA,11.11.2021
Iowa,499279,7166,,,USA,11.11.2021
Kansas,445592,6614,,,USA,11.11.2021
Kentucky,758660,10144,,,USA,11.11.2021
Louisiana,763628,14662,,,USA,11.11.2021
Maine,110347,1220,,,USA,11.11.2021
Maryland,568914,11020,,,USA,11.11.2021
Massachusetts,869293,15631,,,USA,11.11.2021
Michigan,1329089,24217,,,USA,11.11.2021
Minnesota,836787,9092,,,USA,11.11.2021
Mississippi,507775,10182,,,USA,11.11.2021
Missouri,871730,12826,,,USA,11.11.2021
Montana,183213,2451,,,USA,11.11.2021
Nebraska,294247,3042,,,USA,11.11.2021
Nevada,446461,7796,,,USA,11.11.2021
New Hampshire,142469,1617,,,USA,11.11.2021
New Jersey,1213246,28146,,,USA,11.11.2021
New Mexico,288557,5148,,,USA,11.11.2021
New York,2610481,56868,,,USA,11.11.2021
North Carolina,1497677,18371,,,USA,11.11.2021
North Dakota,154181,1840,,,USA,11.11.2021
Northern Mariana Islands,342,3,,,MNP,11.11.2021
Ohio,1590792,26729,,,USA,11.11.2021
Oklahoma,650689,10879,,,USA,11.11.2021
Oregon,376372,4730,,,USA,11.11.2021
Pennsylvania,1628480,32257,,,USA,11.11.2021
Puerto Rico,186457,3252,,,PRI,11.11.2021
Rhode Island,182486,2887,,,USA,11.11.2021
South Carolina,905182,13923,,,USA,11.11.2021
South Dakota,158822,2277,,,USA,11.11.2021
Tennessee,1292883,16612,,,USA,11.11.2021
Texas,4309164,72331,,,USA,11.11.2021
Utah,567665,3325,,,USA,11.11.2021
Vermont,43521,391,,,USA,11.11.2021
Virgin Islands,7329,84,,,VIR,11.11.2021
Virginia,941371,14294,,,USA,11.11.2021
Washington,746354,8857,,,USA,11.11.2021
West Virginia,280727,4610,,,USA,11.11.2021
Wisconsin,917469,9657,,,USA,11.11.2021
Wyoming,106698,1298,,,USA,11.11.2021
Alabama,1540329,20608,,,USA,
Alaska,298651,1413,,,USA,
American Samoa,8260,34,,,ASM,
Arizona,2300375,31613,,,USA,
Arkansas,963485,12525,,,USA,
California,11420921,97011,,,USA,
Colorado,1686624,13482,,,USA,
Connecticut,918320,11537,,,USA,
Delaware,314684,3148,,,USA,
Diamond Princess,49,0,,,USA,
District of Columbia,170482,1402,,,USA,
Florida,7215992,82541,,,USA,
Georgia,2929434,40803,,,USA,
Grand Princess,103,3,,,USA,
Guam,58990,406,,,GUM,
Hawaii,364122,1716,,,USA,
Idaho,502105,5237,,,USA,
Illinois,3834924,40109,,,USA,
Indiana,1948019,25013,,,USA,
Iowa,866615,10229,,,USA,
Kansas,892453,9626,,,USA,
Kentucky,1620429,17363,,,USA,
Louisiana,1465700,18217,,,USA,
Maine,299501,2712,,,USA,
Maryland,1276558,15613,,,USA,
Massachusetts,2099238,22209,,,USA,
Michigan,2907819,39574,,,USA,
Minnesota,1696286,13931,,,USA,
Mississippi,935770,13005,,,USA,
Missouri,1685479,21940,,,USA,
Montana,315421,3577,,,USA,
Nebraska,537129,4606,,,USA,
Nevada,857473,11580,,,USA,
New Hampshire,359019,2783,,,USA,
New Jersey,2817595,34986,,,USA,
New Mexico,634520,8677,,,USA,
New York,6298039,73434,,,USA,
North Carolina,3255540,27264,,,USA,
North Dakota,274741,2232,,,USA,
Northern Mariana Islands,13212,41,,,MNP,
Ohio,3208165,40553,,,USA,
Oklahoma,1214599,17168,,,USA,
Oregon,913809,8743,,,USA,
Pennsylvania,3330062,47994,,,USA,
Puerto Rico,993189,5294,,,PRI,
Rhode Island,434653,3725,,,USA,
South Carolina,1729333,18660,,,USA,
South Dakota,265890,3078,,,USA,
Tennessee,2377649,28233,,,USA,
Texas,8039275,91034,,,USA,
Utah,1051263,5076,,,USA,
Vermont,145838,763,,,USA,
Virgin Islands,23445,124,,,VIR,
Virginia,2131947,22233,,,USA,
Washington,1843908,14653,,,USA,
West Virginia,610675,7538,,,USA,
Wisconsin,1909295,15522,,,USA,
Wyoming,179366,1917,,,USA,
Alabama,210637,3213,88038.0,119386.0,USA,12.11.2020
Alaska,21825,98,7161.0,14566.0,USA,12.11.2020
American Samoa,0,0,,,ASM,12.11.2020
Arizona,266562,6240,44363.0,215959.0,USA,12.11.2020
Arkansas,128006,2144,111357.0,14505.0,USA,12.11.2020
California,1017461,18132,,,USA,12.11.2020
Colorado,183092,3136,8980.0,136151.0,USA,12.11.2020
Connecticut,85899,4726,9800.0,71373.0,USA,12.11.2020
Delaware,27546,762,14487.0,12297.0,USA,12.11.2020
Diamond Princess,49,0,,,USA,12.11.2020
District of Columbia,18507,657,14103.0,3747.0,USA,12.11.2020
Florida,863619,17372,,,USA,12.11.2020
Georgia,416876,8881,,,USA,12.11.2020
Grand Princess,103,3,,,USA,12.11.2020
Guam,5850,91,3865.0,1894.0,GUM,12.11.2020
Hawaii,16534,222,11958.0,4354.0,USA,12.11.2020
Idaho,78279,749,33715.0,43815.0,USA,12.11.2020
Illinois,536542,10846,,,USA,12.11.2020
Indiana,230965,5094,142017.0,83854.0,USA,12.11.2020
Iowa,173404,1946,105384.0,66074.0,USA,12.11.2020
Kansas,110873,1217,2913.0,106982.0,USA,12.11.2020
Kentucky,129680,1622,23629.0,104429.0,USA,12.11.2020
Louisiana,198531,6097,176107.0,16327.0,USA,12.11.2020
Maine,8395,159,6292.0,1944.0,USA,12.11.2020
Maryland,159900,4261,8323.0,147316.0,USA,12.11.2020
Massachusetts,180189,8818,137422.0,32525.0,USA,12.11.2020
Michigan,259183,8185,128981.0,122017.0,USA,12.11.2020
Minnesota,201795,2849,159467.0,39479.0,USA,12.11.2020
Mississippi,130665,3514,111430.0,15721.0,USA,12.11.2020
Missouri,240030,3370,,,USA,12.11.2020
Montana,43031,472,24804.0,17755.0,USA,12.11.2020
Nebraska,92553,756,50148.0,41649.0,USA,12.11.2020
Nevada,114880,1880,2591.0,110409.0,USA,12.11.2020
New Hampshire,13414,495,10447.0,2472.0,USA,12.11.2020
New Jersey,286354,16495,38809.0,231050.0,USA,12.11.2020
New Mexico,60776,1176,23981.0,35619.0,USA,12.11.2020
New York,550678,33808,81198.0,435672.0,USA,12.11.2020
North Carolina,303454,4706,261719.0,37029.0,USA,12.11.2020
North Dakota,61219,697,48055.0,10421.0,USA,12.11.2020
Northern Mariana Islands,100,2,29.0,69.0,MNP,12.11.2020
Ohio,274457,6061,194846.0,73550.0,USA,12.11.2020
Oklahoma,144691,1481,120426.0,22784.0,USA,12.11.2020
Oregon,53879,746,5870.0,47263.0,USA,12.11.2020
Pennsylvania,254930,9184,176687.0,69059.0,USA,12.11.2020
Puerto Rico,40452,909,34679.0,4864.0,PRI,12.11.2020
Rhode Island,40764,1271,3052.0,36441.0,USA,12.11.2020
South Carolina,190490,4084,99368.0,87038.0,USA,12.11.2020
South Dakota,60716,567,41427.0,18722.0,USA,12.11.2020
Tennessee,294283,3788,262527.0,28039.0,USA,12.11.2020
Texas,1023437,20278,838950.0,162481.0,USA,12.11.2020
Utah,143639,687,98897.0,44055.0,USA,12.11.2020
Vermont,2651,59,1958.0,634.0,USA,12.11.2020
Virgin Islands,1413,23,1357.0,33.0,VIR,12.11.2020
Virginia,198027,3758,22002.0,172267.0,USA,12.11.2020
Washington,128821,2466,,,USA,12.11.2020
West Virginia,30897,555,22115.0,8227.0,USA,12.11.2020
